,reviews,stars,date,country
3474,"✅ Trip Verified |   My family and I were booked to leave London for Hong Kong on 2 August. After having been made to wait at the airport for 3.5 hours, we were told at midnight that our aircraft had bee struck by lightning and our flight was cancelled. Everyone was sent home (we had to scramble to find transportation) and were told to wait for re-routing information. We were booked to travel two days later to HK via the Middle East with an 8-hour stopover. Needless to say we refused this flight. The worst trick by BA is that all our original flight booking references were deleted from their system and we can therefore not apply for compensation of any of our additional transportation, hotel and meal costs.  I cannot find the words to express my anger. Not as much as an apology has been received! ",10,9th August 2024,United Kingdom
3475,"Not Verified |  We had to change from AA to BA for a flight to London because of a missed connection. The flight was OK, but in the process our bags were delayed. We waited for 2 days at our destination, reading regular unhelpful updates from BA about receiving our luggage, and finally had to return to the airport twice to pick them up personally because no one lifted a hand to take them off the carousel. We have now waited 3 months (and counting) for a claim to be processed. This is absolutely the worst experience I've had in 50 years of plane travel. The company has cleverly designed their website and phone tree to deter contact. Their ""Live Chat"" guides you by asking if you want to chat about a booking or something else. In spite of entering ""NO"" to the option about asking about a booking, it takes you there anyway, just like being on a baggage carousel with no one attending or caring. At least I'm not alone, judging from the number of similar complaints about how terribly they treat customers.",1,8th August 2024,United States
3476,"✅ Trip Verified | After paying $6500 for tickets for my family (including having to pay over $400 just to sit together as we were traveling with kids), they ran out of chicken dinners. My kids are picky and wont eat vegetarian curry. I dont mind the curry, in fact I thought it was pretty good. But at least maybe feed the kids first or check. I don't understand how you can run out when we have to pay so much. The only explanation to me is that the airline is greedy and will try to save a nickel than make everyone happy. I'm just disappointed in British Airways.","
												5",8th August 2024,United States
3477,"✅ Trip Verified | An excellent flight on BA CityFlyer. The plane was clean, comfortable and spacious. Crew were friendly, and I was very pleasantly surprised to be offered a choice of complimentary alcoholic beverages on this one hour flight! Departure was on-time, and I appreciated the cockpit keeping us updated (and encouraging us to enjoy the views as we came into land at London City). An easy and enjoyable flight - just as it should be!",1,7th August 2024,Lebanon
3478,"✅ Trip Verified |   Crew were amazing and attentive, nothing was missed out by them. Will definitely choose BA in the future. Also have to praise the food. The choice was sufficient and delicious for a short business flight",8,7th August 2024,United Kingdom
3479,"Not Verified |  I flew internationally for the first time in my life and, because of a delay on their end, missed my connecting flight to my destination. When I asked for help ahead of time, I was told to run to the next gate. Needless to say, I missed my flight. There were three British Airways employees at the customer service desk when I was next in line at Heathrow, and two of them went on break despite the ever-growing line (due to multiple people missing their flights with the same airlines under similar circumstances). After 45 additional minutes waiting for assistance, I was given a receipt -not a boarding pass, which caused issues at the next connecting flight from Barcelona to Rome, which was coordinated through British Airways. And this was just on the outbound trip! On the return trip, the British Airways flight ended up landing 15 minutes late and landed while my connecting flight was boarding—downstairs from the exit gate. I was denied entry to my connecting flight because I was 15 minutes past the time when they started to board, because of the delay by British airways. The boarding didn’t close for an hour and didn’t leave for another hour and a half later (according to the notifications on my phone). So, instead of being helped, I was denied entry because I missed the beginning of boarding by 15 minutes due to the connecting flight delay. Again, I waited in the customer service line at Heathrow to reschedule my flight. I already had my boarding pass in hand! I still haven’t made it to my final destination.  I do not recommend Heathrow Airport either. The British Airlines employee came to me when she saw me upset after being denied to board on my return flight, and asked what happened. Her solution to my problem was do not fly British Airways in the future. Thanks a lot, lady. I already figured that out on my own. I was given a £10 meal voucher, bus voucher, and hotel voucher due to the many inconveniences, but I have not flown any airlines ever before in my life where I have had such issues.  Thankfully, I had no checked bags so I cannot speak to that effect.",8,5th August 2024,United States
3480,"Not Verified | Before my flight, I was forced by the ground staff to check in my new, expensive cabin luggage, despite the fact that it met all size requirements. I was informed that the plane was full and assured by staff that my luggage would be well taken care of. Unfortunately when my bag was returned to me, it was scratched and damaged. This is completely unacceptable, especially given the assurances I received. When I lodged a complaint, it fell on deaf ears, there has been no acknowledgment or resolution from British Airways. The funny thing is that the overhead lockers were empty! This experience has been extremely frustrating and disappointing. The lack of care for both customer property and customer service is glaring.",3,15th August 2024,United Kingdom
3481,✅ Trip Verified |   British Airways at its best. Outstanding service from the flight attendants. Dinner very good though breakfast could be better. Excellent IFE. The lie flat seat is extremely comfortable. A very pleasant flight on board an A350.,1,12th August 2024,United Kingdom
3482,"✅ Trip Verified | An excellent flight! Despite this being a 4.5 hour flight in a A320 that is configured for short hops to Edinburgh or Glasgow, and despite there being no IFE, I ended up really enjoying the flight. I don't know if it was just that I had really low expectations, but I thought the crew were fabulous, and the food and wine was surprisingly good. The plane itself looked very new and was in perfect condition. From the very start, I really liked the crew - they were all cheerful, genuine, and clearly enjoying their work. I noticed they constantly had friendly and proactive interactions with passengers, and when the food and drink came around, they were generous with the wine - and happily provided top-ups later in the flight. The food box was deceptively small - it actually contained a decent selection of food, and was more than enough to keep me feeling satisfied on this trip. There were regular, and detailed, updates from the cockpit which I also appreciated. So whilst the hard products on this flight were limited, it was the service - and the genuine enjoyment of the crew - that won me over.",2,12th August 2024,Lebanon
3483,"✅ Trip Verified | I recently traveled with British Airways and had a mixed experience. Booking and Check-in: The booking process was straightforward, but our experience at the baggage counter was frustrating. While we were in line, the three employees at the counter took a 45-minute break before processing our luggage, which caused unnecessary delays. Flights: The flight to London was fine, and we enjoyed our time in the lounge during our layover, despite the delay. The connecting flight to DFW was also fine. Baggage Issues: Unfortunately, our luggage did not make it onto our flight to DFW. We arrived at DFW on Wednesday, 8/7/24, and as of 8/11/24, we still have not received our luggage. Customer Service: The most disappointing aspect has been the customer service. They have been dismissive, and no one has taken responsibility or provided a timeline for when our bags will be delivered. Overall, while the flights themselves were okay, the baggage handling and customer service has been horrible.",2,11th August 2024,United States
3484,"✅ Trip Verified |   My family and I were booked to leave London for Hong Kong on 2 August. After having been made to wait at the airport for 3.5 hours, we were told at midnight that our aircraft had bee struck by lightning and our flight was cancelled. Everyone was sent home (we had to scramble to find transportation) and were told to wait for re-routing information. We were booked to travel two days later to HK via the Middle East with an 8-hour stopover. Needless to say we refused this flight. The worst trick by BA is that all our original flight booking references were deleted from their system and we can therefore not apply for compensation of any of our additional transportation, hotel and meal costs.  I cannot find the words to express my anger. Not as much as an apology has been received! ",8,9th August 2024,United Kingdom
3485,"Not Verified |  We had to change from AA to BA for a flight to London because of a missed connection. The flight was OK, but in the process our bags were delayed. We waited for 2 days at our destination, reading regular unhelpful updates from BA about receiving our luggage, and finally had to return to the airport twice to pick them up personally because no one lifted a hand to take them off the carousel. We have now waited 3 months (and counting) for a claim to be processed. This is absolutely the worst experience I've had in 50 years of plane travel. The company has cleverly designed their website and phone tree to deter contact. Their ""Live Chat"" guides you by asking if you want to chat about a booking or something else. In spite of entering ""NO"" to the option about asking about a booking, it takes you there anyway, just like being on a baggage carousel with no one attending or caring. At least I'm not alone, judging from the number of similar complaints about how terribly they treat customers.",10,8th August 2024,United States
3486,"✅ Trip Verified | After paying $6500 for tickets for my family (including having to pay over $400 just to sit together as we were traveling with kids), they ran out of chicken dinners. My kids are picky and wont eat vegetarian curry. I dont mind the curry, in fact I thought it was pretty good. But at least maybe feed the kids first or check. I don't understand how you can run out when we have to pay so much. The only explanation to me is that the airline is greedy and will try to save a nickel than make everyone happy. I'm just disappointed in British Airways.",1,8th August 2024,United States
3487,"✅ Trip Verified | An excellent flight on BA CityFlyer. The plane was clean, comfortable and spacious. Crew were friendly, and I was very pleasantly surprised to be offered a choice of complimentary alcoholic beverages on this one hour flight! Departure was on-time, and I appreciated the cockpit keeping us updated (and encouraging us to enjoy the views as we came into land at London City). An easy and enjoyable flight - just as it should be!","
												5",7th August 2024,Lebanon
3488,"✅ Trip Verified |   Crew were amazing and attentive, nothing was missed out by them. Will definitely choose BA in the future. Also have to praise the food. The choice was sufficient and delicious for a short business flight",1,7th August 2024,United Kingdom
3489,"Not Verified |  I flew internationally for the first time in my life and, because of a delay on their end, missed my connecting flight to my destination. When I asked for help ahead of time, I was told to run to the next gate. Needless to say, I missed my flight. There were three British Airways employees at the customer service desk when I was next in line at Heathrow, and two of them went on break despite the ever-growing line (due to multiple people missing their flights with the same airlines under similar circumstances). After 45 additional minutes waiting for assistance, I was given a receipt -not a boarding pass, which caused issues at the next connecting flight from Barcelona to Rome, which was coordinated through British Airways. And this was just on the outbound trip! On the return trip, the British Airways flight ended up landing 15 minutes late and landed while my connecting flight was boarding—downstairs from the exit gate. I was denied entry to my connecting flight because I was 15 minutes past the time when they started to board, because of the delay by British airways. The boarding didn’t close for an hour and didn’t leave for another hour and a half later (according to the notifications on my phone). So, instead of being helped, I was denied entry because I missed the beginning of boarding by 15 minutes due to the connecting flight delay. Again, I waited in the customer service line at Heathrow to reschedule my flight. I already had my boarding pass in hand! I still haven’t made it to my final destination.  I do not recommend Heathrow Airport either. The British Airlines employee came to me when she saw me upset after being denied to board on my return flight, and asked what happened. Her solution to my problem was do not fly British Airways in the future. Thanks a lot, lady. I already figured that out on my own. I was given a £10 meal voucher, bus voucher, and hotel voucher due to the many inconveniences, but I have not flown any airlines ever before in my life where I have had such issues.  Thankfully, I had no checked bags so I cannot speak to that effect.",8,5th August 2024,United States
3490,"Not Verified | Before my flight, I was forced by the ground staff to check in my new, expensive cabin luggage, despite the fact that it met all size requirements. I was informed that the plane was full and assured by staff that my luggage would be well taken care of. Unfortunately when my bag was returned to me, it was scratched and damaged. This is completely unacceptable, especially given the assurances I received. When I lodged a complaint, it fell on deaf ears, there has been no acknowledgment or resolution from British Airways. The funny thing is that the overhead lockers were empty! This experience has been extremely frustrating and disappointing. The lack of care for both customer property and customer service is glaring.",8,15th August 2024,United Kingdom
3491,✅ Trip Verified |   British Airways at its best. Outstanding service from the flight attendants. Dinner very good though breakfast could be better. Excellent IFE. The lie flat seat is extremely comfortable. A very pleasant flight on board an A350.,3,12th August 2024,United Kingdom
3492,"✅ Trip Verified | An excellent flight! Despite this being a 4.5 hour flight in a A320 that is configured for short hops to Edinburgh or Glasgow, and despite there being no IFE, I ended up really enjoying the flight. I don't know if it was just that I had really low expectations, but I thought the crew were fabulous, and the food and wine was surprisingly good. The plane itself looked very new and was in perfect condition. From the very start, I really liked the crew - they were all cheerful, genuine, and clearly enjoying their work. I noticed they constantly had friendly and proactive interactions with passengers, and when the food and drink came around, they were generous with the wine - and happily provided top-ups later in the flight. The food box was deceptively small - it actually contained a decent selection of food, and was more than enough to keep me feeling satisfied on this trip. There were regular, and detailed, updates from the cockpit which I also appreciated. So whilst the hard products on this flight were limited, it was the service - and the genuine enjoyment of the crew - that won me over.",1,12th August 2024,Lebanon
3493,"✅ Trip Verified | I recently traveled with British Airways and had a mixed experience. Booking and Check-in: The booking process was straightforward, but our experience at the baggage counter was frustrating. While we were in line, the three employees at the counter took a 45-minute break before processing our luggage, which caused unnecessary delays. Flights: The flight to London was fine, and we enjoyed our time in the lounge during our layover, despite the delay. The connecting flight to DFW was also fine. Baggage Issues: Unfortunately, our luggage did not make it onto our flight to DFW. We arrived at DFW on Wednesday, 8/7/24, and as of 8/11/24, we still have not received our luggage. Customer Service: The most disappointing aspect has been the customer service. They have been dismissive, and no one has taken responsibility or provided a timeline for when our bags will be delivered. Overall, while the flights themselves were okay, the baggage handling and customer service has been horrible.",2,11th August 2024,United States
3494,"✅ Trip Verified |   My family and I were booked to leave London for Hong Kong on 2 August. After having been made to wait at the airport for 3.5 hours, we were told at midnight that our aircraft had bee struck by lightning and our flight was cancelled. Everyone was sent home (we had to scramble to find transportation) and were told to wait for re-routing information. We were booked to travel two days later to HK via the Middle East with an 8-hour stopover. Needless to say we refused this flight. The worst trick by BA is that all our original flight booking references were deleted from their system and we can therefore not apply for compensation of any of our additional transportation, hotel and meal costs.  I cannot find the words to express my anger. Not as much as an apology has been received! ",2,9th August 2024,United Kingdom
3495,"Not Verified |  We had to change from AA to BA for a flight to London because of a missed connection. The flight was OK, but in the process our bags were delayed. We waited for 2 days at our destination, reading regular unhelpful updates from BA about receiving our luggage, and finally had to return to the airport twice to pick them up personally because no one lifted a hand to take them off the carousel. We have now waited 3 months (and counting) for a claim to be processed. This is absolutely the worst experience I've had in 50 years of plane travel. The company has cleverly designed their website and phone tree to deter contact. Their ""Live Chat"" guides you by asking if you want to chat about a booking or something else. In spite of entering ""NO"" to the option about asking about a booking, it takes you there anyway, just like being on a baggage carousel with no one attending or caring. At least I'm not alone, judging from the number of similar complaints about how terribly they treat customers.",8,8th August 2024,United States
3496,"✅ Trip Verified | After paying $6500 for tickets for my family (including having to pay over $400 just to sit together as we were traveling with kids), they ran out of chicken dinners. My kids are picky and wont eat vegetarian curry. I dont mind the curry, in fact I thought it was pretty good. But at least maybe feed the kids first or check. I don't understand how you can run out when we have to pay so much. The only explanation to me is that the airline is greedy and will try to save a nickel than make everyone happy. I'm just disappointed in British Airways.",10,8th August 2024,United States
3497,"✅ Trip Verified | An excellent flight on BA CityFlyer. The plane was clean, comfortable and spacious. Crew were friendly, and I was very pleasantly surprised to be offered a choice of complimentary alcoholic beverages on this one hour flight! Departure was on-time, and I appreciated the cockpit keeping us updated (and encouraging us to enjoy the views as we came into land at London City). An easy and enjoyable flight - just as it should be!",1,7th August 2024,Lebanon
3498,"✅ Trip Verified |   Crew were amazing and attentive, nothing was missed out by them. Will definitely choose BA in the future. Also have to praise the food. The choice was sufficient and delicious for a short business flight","
												5",7th August 2024,United Kingdom
3499,"Not Verified |  I flew internationally for the first time in my life and, because of a delay on their end, missed my connecting flight to my destination. When I asked for help ahead of time, I was told to run to the next gate. Needless to say, I missed my flight. There were three British Airways employees at the customer service desk when I was next in line at Heathrow, and two of them went on break despite the ever-growing line (due to multiple people missing their flights with the same airlines under similar circumstances). After 45 additional minutes waiting for assistance, I was given a receipt -not a boarding pass, which caused issues at the next connecting flight from Barcelona to Rome, which was coordinated through British Airways. And this was just on the outbound trip! On the return trip, the British Airways flight ended up landing 15 minutes late and landed while my connecting flight was boarding—downstairs from the exit gate. I was denied entry to my connecting flight because I was 15 minutes past the time when they started to board, because of the delay by British airways. The boarding didn’t close for an hour and didn’t leave for another hour and a half later (according to the notifications on my phone). So, instead of being helped, I was denied entry because I missed the beginning of boarding by 15 minutes due to the connecting flight delay. Again, I waited in the customer service line at Heathrow to reschedule my flight. I already had my boarding pass in hand! I still haven’t made it to my final destination.  I do not recommend Heathrow Airport either. The British Airlines employee came to me when she saw me upset after being denied to board on my return flight, and asked what happened. Her solution to my problem was do not fly British Airways in the future. Thanks a lot, lady. I already figured that out on my own. I was given a £10 meal voucher, bus voucher, and hotel voucher due to the many inconveniences, but I have not flown any airlines ever before in my life where I have had such issues.  Thankfully, I had no checked bags so I cannot speak to that effect.",1,5th August 2024,United States
3500,"Not Verified | Before my flight, I was forced by the ground staff to check in my new, expensive cabin luggage, despite the fact that it met all size requirements. I was informed that the plane was full and assured by staff that my luggage would be well taken care of. Unfortunately when my bag was returned to me, it was scratched and damaged. This is completely unacceptable, especially given the assurances I received. When I lodged a complaint, it fell on deaf ears, there has been no acknowledgment or resolution from British Airways. The funny thing is that the overhead lockers were empty! This experience has been extremely frustrating and disappointing. The lack of care for both customer property and customer service is glaring.",8,15th August 2024,United Kingdom
3501,✅ Trip Verified |   British Airways at its best. Outstanding service from the flight attendants. Dinner very good though breakfast could be better. Excellent IFE. The lie flat seat is extremely comfortable. A very pleasant flight on board an A350.,8,12th August 2024,United Kingdom
3502,"✅ Trip Verified | An excellent flight! Despite this being a 4.5 hour flight in a A320 that is configured for short hops to Edinburgh or Glasgow, and despite there being no IFE, I ended up really enjoying the flight. I don't know if it was just that I had really low expectations, but I thought the crew were fabulous, and the food and wine was surprisingly good. The plane itself looked very new and was in perfect condition. From the very start, I really liked the crew - they were all cheerful, genuine, and clearly enjoying their work. I noticed they constantly had friendly and proactive interactions with passengers, and when the food and drink came around, they were generous with the wine - and happily provided top-ups later in the flight. The food box was deceptively small - it actually contained a decent selection of food, and was more than enough to keep me feeling satisfied on this trip. There were regular, and detailed, updates from the cockpit which I also appreciated. So whilst the hard products on this flight were limited, it was the service - and the genuine enjoyment of the crew - that won me over.",3,12th August 2024,Lebanon
3503,"✅ Trip Verified | I recently traveled with British Airways and had a mixed experience. Booking and Check-in: The booking process was straightforward, but our experience at the baggage counter was frustrating. While we were in line, the three employees at the counter took a 45-minute break before processing our luggage, which caused unnecessary delays. Flights: The flight to London was fine, and we enjoyed our time in the lounge during our layover, despite the delay. The connecting flight to DFW was also fine. Baggage Issues: Unfortunately, our luggage did not make it onto our flight to DFW. We arrived at DFW on Wednesday, 8/7/24, and as of 8/11/24, we still have not received our luggage. Customer Service: The most disappointing aspect has been the customer service. They have been dismissive, and no one has taken responsibility or provided a timeline for when our bags will be delivered. Overall, while the flights themselves were okay, the baggage handling and customer service has been horrible.",1,11th August 2024,United States
3504,"✅ Trip Verified |   My family and I were booked to leave London for Hong Kong on 2 August. After having been made to wait at the airport for 3.5 hours, we were told at midnight that our aircraft had bee struck by lightning and our flight was cancelled. Everyone was sent home (we had to scramble to find transportation) and were told to wait for re-routing information. We were booked to travel two days later to HK via the Middle East with an 8-hour stopover. Needless to say we refused this flight. The worst trick by BA is that all our original flight booking references were deleted from their system and we can therefore not apply for compensation of any of our additional transportation, hotel and meal costs.  I cannot find the words to express my anger. Not as much as an apology has been received! ",2,9th August 2024,United Kingdom
3505,"Not Verified |  We had to change from AA to BA for a flight to London because of a missed connection. The flight was OK, but in the process our bags were delayed. We waited for 2 days at our destination, reading regular unhelpful updates from BA about receiving our luggage, and finally had to return to the airport twice to pick them up personally because no one lifted a hand to take them off the carousel. We have now waited 3 months (and counting) for a claim to be processed. This is absolutely the worst experience I've had in 50 years of plane travel. The company has cleverly designed their website and phone tree to deter contact. Their ""Live Chat"" guides you by asking if you want to chat about a booking or something else. In spite of entering ""NO"" to the option about asking about a booking, it takes you there anyway, just like being on a baggage carousel with no one attending or caring. At least I'm not alone, judging from the number of similar complaints about how terribly they treat customers.",2,8th August 2024,United States
3506,"✅ Trip Verified | After paying $6500 for tickets for my family (including having to pay over $400 just to sit together as we were traveling with kids), they ran out of chicken dinners. My kids are picky and wont eat vegetarian curry. I dont mind the curry, in fact I thought it was pretty good. But at least maybe feed the kids first or check. I don't understand how you can run out when we have to pay so much. The only explanation to me is that the airline is greedy and will try to save a nickel than make everyone happy. I'm just disappointed in British Airways.",8,8th August 2024,United States
3507,"✅ Trip Verified | An excellent flight on BA CityFlyer. The plane was clean, comfortable and spacious. Crew were friendly, and I was very pleasantly surprised to be offered a choice of complimentary alcoholic beverages on this one hour flight! Departure was on-time, and I appreciated the cockpit keeping us updated (and encouraging us to enjoy the views as we came into land at London City). An easy and enjoyable flight - just as it should be!",10,7th August 2024,Lebanon
3508,"✅ Trip Verified |   Crew were amazing and attentive, nothing was missed out by them. Will definitely choose BA in the future. Also have to praise the food. The choice was sufficient and delicious for a short business flight",1,7th August 2024,United Kingdom
3509,"Not Verified |  I flew internationally for the first time in my life and, because of a delay on their end, missed my connecting flight to my destination. When I asked for help ahead of time, I was told to run to the next gate. Needless to say, I missed my flight. There were three British Airways employees at the customer service desk when I was next in line at Heathrow, and two of them went on break despite the ever-growing line (due to multiple people missing their flights with the same airlines under similar circumstances). After 45 additional minutes waiting for assistance, I was given a receipt -not a boarding pass, which caused issues at the next connecting flight from Barcelona to Rome, which was coordinated through British Airways. And this was just on the outbound trip! On the return trip, the British Airways flight ended up landing 15 minutes late and landed while my connecting flight was boarding—downstairs from the exit gate. I was denied entry to my connecting flight because I was 15 minutes past the time when they started to board, because of the delay by British airways. The boarding didn’t close for an hour and didn’t leave for another hour and a half later (according to the notifications on my phone). So, instead of being helped, I was denied entry because I missed the beginning of boarding by 15 minutes due to the connecting flight delay. Again, I waited in the customer service line at Heathrow to reschedule my flight. I already had my boarding pass in hand! I still haven’t made it to my final destination.  I do not recommend Heathrow Airport either. The British Airlines employee came to me when she saw me upset after being denied to board on my return flight, and asked what happened. Her solution to my problem was do not fly British Airways in the future. Thanks a lot, lady. I already figured that out on my own. I was given a £10 meal voucher, bus voucher, and hotel voucher due to the many inconveniences, but I have not flown any airlines ever before in my life where I have had such issues.  Thankfully, I had no checked bags so I cannot speak to that effect.","
												5",5th August 2024,United States
3510,"Not Verified | Before my flight, I was forced by the ground staff to check in my new, expensive cabin luggage, despite the fact that it met all size requirements. I was informed that the plane was full and assured by staff that my luggage would be well taken care of. Unfortunately when my bag was returned to me, it was scratched and damaged. This is completely unacceptable, especially given the assurances I received. When I lodged a complaint, it fell on deaf ears, there has been no acknowledgment or resolution from British Airways. The funny thing is that the overhead lockers were empty! This experience has been extremely frustrating and disappointing. The lack of care for both customer property and customer service is glaring.",1,15th August 2024,United Kingdom
3511,✅ Trip Verified |   British Airways at its best. Outstanding service from the flight attendants. Dinner very good though breakfast could be better. Excellent IFE. The lie flat seat is extremely comfortable. A very pleasant flight on board an A350.,8,12th August 2024,United Kingdom
3512,"✅ Trip Verified | An excellent flight! Despite this being a 4.5 hour flight in a A320 that is configured for short hops to Edinburgh or Glasgow, and despite there being no IFE, I ended up really enjoying the flight. I don't know if it was just that I had really low expectations, but I thought the crew were fabulous, and the food and wine was surprisingly good. The plane itself looked very new and was in perfect condition. From the very start, I really liked the crew - they were all cheerful, genuine, and clearly enjoying their work. I noticed they constantly had friendly and proactive interactions with passengers, and when the food and drink came around, they were generous with the wine - and happily provided top-ups later in the flight. The food box was deceptively small - it actually contained a decent selection of food, and was more than enough to keep me feeling satisfied on this trip. There were regular, and detailed, updates from the cockpit which I also appreciated. So whilst the hard products on this flight were limited, it was the service - and the genuine enjoyment of the crew - that won me over.",8,12th August 2024,Lebanon
3513,"✅ Trip Verified | I recently traveled with British Airways and had a mixed experience. Booking and Check-in: The booking process was straightforward, but our experience at the baggage counter was frustrating. While we were in line, the three employees at the counter took a 45-minute break before processing our luggage, which caused unnecessary delays. Flights: The flight to London was fine, and we enjoyed our time in the lounge during our layover, despite the delay. The connecting flight to DFW was also fine. Baggage Issues: Unfortunately, our luggage did not make it onto our flight to DFW. We arrived at DFW on Wednesday, 8/7/24, and as of 8/11/24, we still have not received our luggage. Customer Service: The most disappointing aspect has been the customer service. They have been dismissive, and no one has taken responsibility or provided a timeline for when our bags will be delivered. Overall, while the flights themselves were okay, the baggage handling and customer service has been horrible.",3,11th August 2024,United States
3514,"✅ Trip Verified |   My family and I were booked to leave London for Hong Kong on 2 August. After having been made to wait at the airport for 3.5 hours, we were told at midnight that our aircraft had bee struck by lightning and our flight was cancelled. Everyone was sent home (we had to scramble to find transportation) and were told to wait for re-routing information. We were booked to travel two days later to HK via the Middle East with an 8-hour stopover. Needless to say we refused this flight. The worst trick by BA is that all our original flight booking references were deleted from their system and we can therefore not apply for compensation of any of our additional transportation, hotel and meal costs.  I cannot find the words to express my anger. Not as much as an apology has been received! ",1,9th August 2024,United Kingdom
3515,"Not Verified |  We had to change from AA to BA for a flight to London because of a missed connection. The flight was OK, but in the process our bags were delayed. We waited for 2 days at our destination, reading regular unhelpful updates from BA about receiving our luggage, and finally had to return to the airport twice to pick them up personally because no one lifted a hand to take them off the carousel. We have now waited 3 months (and counting) for a claim to be processed. This is absolutely the worst experience I've had in 50 years of plane travel. The company has cleverly designed their website and phone tree to deter contact. Their ""Live Chat"" guides you by asking if you want to chat about a booking or something else. In spite of entering ""NO"" to the option about asking about a booking, it takes you there anyway, just like being on a baggage carousel with no one attending or caring. At least I'm not alone, judging from the number of similar complaints about how terribly they treat customers.",2,8th August 2024,United States
3516,"✅ Trip Verified | After paying $6500 for tickets for my family (including having to pay over $400 just to sit together as we were traveling with kids), they ran out of chicken dinners. My kids are picky and wont eat vegetarian curry. I dont mind the curry, in fact I thought it was pretty good. But at least maybe feed the kids first or check. I don't understand how you can run out when we have to pay so much. The only explanation to me is that the airline is greedy and will try to save a nickel than make everyone happy. I'm just disappointed in British Airways.",2,8th August 2024,United States
3517,"✅ Trip Verified | An excellent flight on BA CityFlyer. The plane was clean, comfortable and spacious. Crew were friendly, and I was very pleasantly surprised to be offered a choice of complimentary alcoholic beverages on this one hour flight! Departure was on-time, and I appreciated the cockpit keeping us updated (and encouraging us to enjoy the views as we came into land at London City). An easy and enjoyable flight - just as it should be!",8,7th August 2024,Lebanon
3518,"✅ Trip Verified |   Crew were amazing and attentive, nothing was missed out by them. Will definitely choose BA in the future. Also have to praise the food. The choice was sufficient and delicious for a short business flight",10,7th August 2024,United Kingdom
3519,"Not Verified |  I flew internationally for the first time in my life and, because of a delay on their end, missed my connecting flight to my destination. When I asked for help ahead of time, I was told to run to the next gate. Needless to say, I missed my flight. There were three British Airways employees at the customer service desk when I was next in line at Heathrow, and two of them went on break despite the ever-growing line (due to multiple people missing their flights with the same airlines under similar circumstances). After 45 additional minutes waiting for assistance, I was given a receipt -not a boarding pass, which caused issues at the next connecting flight from Barcelona to Rome, which was coordinated through British Airways. And this was just on the outbound trip! On the return trip, the British Airways flight ended up landing 15 minutes late and landed while my connecting flight was boarding—downstairs from the exit gate. I was denied entry to my connecting flight because I was 15 minutes past the time when they started to board, because of the delay by British airways. The boarding didn’t close for an hour and didn’t leave for another hour and a half later (according to the notifications on my phone). So, instead of being helped, I was denied entry because I missed the beginning of boarding by 15 minutes due to the connecting flight delay. Again, I waited in the customer service line at Heathrow to reschedule my flight. I already had my boarding pass in hand! I still haven’t made it to my final destination.  I do not recommend Heathrow Airport either. The British Airlines employee came to me when she saw me upset after being denied to board on my return flight, and asked what happened. Her solution to my problem was do not fly British Airways in the future. Thanks a lot, lady. I already figured that out on my own. I was given a £10 meal voucher, bus voucher, and hotel voucher due to the many inconveniences, but I have not flown any airlines ever before in my life where I have had such issues.  Thankfully, I had no checked bags so I cannot speak to that effect.",1,5th August 2024,United States
3520,"Not Verified | Before my flight, I was forced by the ground staff to check in my new, expensive cabin luggage, despite the fact that it met all size requirements. I was informed that the plane was full and assured by staff that my luggage would be well taken care of. Unfortunately when my bag was returned to me, it was scratched and damaged. This is completely unacceptable, especially given the assurances I received. When I lodged a complaint, it fell on deaf ears, there has been no acknowledgment or resolution from British Airways. The funny thing is that the overhead lockers were empty! This experience has been extremely frustrating and disappointing. The lack of care for both customer property and customer service is glaring.","
												5",15th August 2024,United Kingdom
3521,✅ Trip Verified |   British Airways at its best. Outstanding service from the flight attendants. Dinner very good though breakfast could be better. Excellent IFE. The lie flat seat is extremely comfortable. A very pleasant flight on board an A350.,1,12th August 2024,United Kingdom
3522,"✅ Trip Verified | An excellent flight! Despite this being a 4.5 hour flight in a A320 that is configured for short hops to Edinburgh or Glasgow, and despite there being no IFE, I ended up really enjoying the flight. I don't know if it was just that I had really low expectations, but I thought the crew were fabulous, and the food and wine was surprisingly good. The plane itself looked very new and was in perfect condition. From the very start, I really liked the crew - they were all cheerful, genuine, and clearly enjoying their work. I noticed they constantly had friendly and proactive interactions with passengers, and when the food and drink came around, they were generous with the wine - and happily provided top-ups later in the flight. The food box was deceptively small - it actually contained a decent selection of food, and was more than enough to keep me feeling satisfied on this trip. There were regular, and detailed, updates from the cockpit which I also appreciated. So whilst the hard products on this flight were limited, it was the service - and the genuine enjoyment of the crew - that won me over.",8,12th August 2024,Lebanon
3523,"✅ Trip Verified | I recently traveled with British Airways and had a mixed experience. Booking and Check-in: The booking process was straightforward, but our experience at the baggage counter was frustrating. While we were in line, the three employees at the counter took a 45-minute break before processing our luggage, which caused unnecessary delays. Flights: The flight to London was fine, and we enjoyed our time in the lounge during our layover, despite the delay. The connecting flight to DFW was also fine. Baggage Issues: Unfortunately, our luggage did not make it onto our flight to DFW. We arrived at DFW on Wednesday, 8/7/24, and as of 8/11/24, we still have not received our luggage. Customer Service: The most disappointing aspect has been the customer service. They have been dismissive, and no one has taken responsibility or provided a timeline for when our bags will be delivered. Overall, while the flights themselves were okay, the baggage handling and customer service has been horrible.",8,11th August 2024,United States
